,barcode,url_openfoodfact,product_name,brands,brands_tags,categories,categories_tags,countries,ingredients_text,allergens_tags,serving_size,serving_quantity,additives_n,additives_tags,nutriscore_score,nutriscore_grade,nova_group,pnns_groups_2,states,brand_owner,main_category,image_url,image_small_url,image_front_url,image_front_small_url,image_ingredients_url,image_ingredients_small_url,image_nutrition_url,energy-kcal_100g,energy_100g,fat_100g,saturated-fat_100g,trans-fat_100g,cholesterol_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g,vitamin-a_100g,vitamin-c_100g,calcium_100g,iron_100g,nutrition-score-fr_100g,nutriscore,additifs_Sans,ingredients_from_palm_oil_n_1,ingredients_from_palm_oil_n_2,ingredients_that_may_be_from_palm_oil_n_1,ingredients_that_may_be_from_palm_oil_n_2,pnns_groups_1_Fruits and vegetables,pnns_groups_1_Salty snacks,pnns_groups_1_unknown
12699,'3546581002011,https://world-fr.openfoodfacts.org/produit/3546581002011,Chips Les Belles Bleues 100% Naturelles Fabrication Artisanale,Les Belles Bleues,les-belles-bleues,,,France,Pommes de terre  huile de tournesol  sel marin,,,,-0.7329337759752417,,,,,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:categories-to-be-completed  en:brands-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-validated  en:photos-uploaded,,,,,,,https://images.openfoodfacts.org/images/products/354/658/100/2011/ingredients_fr.4.400.jpg,https://images.openfoodfacts.org/images/products/354/658/100/2011/ingredients_fr.4.200.jpg,,600,1.142709194547752,0.42019762551622253,4,,,54.0,-0.04462461441969487,,-0.03611474412794475,-0.39347743384381095,-0.05999754691495414,,,,,,False,1,0,0,0,0,0,1,0
12700,'3546588100451,https://world-fr.openfoodfacts.org/produit/3546588100451,Chips artisanales,Ferme Attuli,ferme-attuli,,,France,pomme de terre. huile de tournesol  sel.,,,,-0.7329337759752417,,,,,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:categories-to-be-completed  en:brands-completed  en:packaging-to-be-completed  en:quantity-completed  en:product-name-completed  en:photos-validated  en:photos-uploaded,,,https://images.openfoodfacts.org/images/products/354/658/810/0451/front_fr.4.400.jpg,https://images.openfoodfacts.org/images/products/354/658/810/0451/front_fr.4.200.jpg,https://images.openfoodfacts.org/images/products/354/658/810/0451/front_fr.4.400.jpg,https://images.openfoodfacts.org/images/products/354/658/810/0451/front_fr.4.200.jpg,https://images.openfoodfacts.org/images/products/354/658/810/0451/ingredients_fr.10.400.jpg,https://images.openfoodfacts.org/images/products/354/658/810/0451/ingredients_fr.10.200.jpg,https://images.openfoodfacts.org/images/products/354/658/810/0451/nutrition_fr.13.400.jpg,600,1.142709194547752,0.42019762551622253,4,,,54.0,-0.04462461441969487,0,-0.03611474412794475,-0.39347743384381095,-0.05999754691495414,,,,,,False,1,0,0,0,0,0,1,0
12708,'3564700845226,https://world-fr.openfoodfacts.org/produit/3564700845226,Chips extra ondule Pom'Lisse Goet nature,Pom'lisse,pom-lisse,,,France,CHIPS DE POMMES DE TERRE ONDULï¿½ES INGRï¿½DIENTS Pommes de terre 69 2%  huile de tournesol 29 5%  sel. Traces de lait  de gluten  de soja  de moutarde et d'arachides.,,,,-0.7329337759752417,,,,,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:categories-to-be-completed  en:brands-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-validated  en:photos-uploaded,,,,,,,https://images.openfoodfacts.org/images/products/356/470/084/5226/ingredients_fr.7.400.jpg,https://images.openfoodfacts.org/images/products/356/470/084/5226/ingredients_fr.7.200.jpg,https://images.openfoodfacts.org/images/products/356/470/084/5226/nutrition_fr.4.400.jpg,505,0.6849495804458051,0.1838110470038705,2 5,,,49.8,-0.04462461132830274,4 8,-0.007508016120168335,-0.3961200647461391,-0.06409261617119603,,,,,,False,1,0,0,0,0,0,1,0
12722,'3760069560644,https://world-fr.openfoodfacts.org/produit/3760069560644,Chips artisanales campagnardes,BCBG,bcbg,,,Frankreich,pommes de terrc de tournesol,,,,-0.7329337759752417,,,,,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:categories-to-be-completed  en:brands-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-validated  en:photos-uploaded,,,https://images.openfoodfacts.org/images/products/376/006/956/0644/front_fr.4.400.jpg,https://images.openfoodfacts.org/images/products/376/006/956/0644/front_fr.4.200.jpg,https://images.openfoodfacts.org/images/products/376/006/956/0644/front_fr.4.400.jpg,https://images.openfoodfacts.org/images/products/376/006/956/0644/front_fr.4.200.jpg,https://images.openfoodfacts.org/images/products/376/006/956/0644/ingredients_fr.11.400.jpg,https://images.openfoodfacts.org/images/products/376/006/956/0644/ingredients_fr.11.200.jpg,https://images.openfoodfacts.org/images/products/376/006/956/0644/nutrition_fr.7.400.jpg,543,0.8682840354639653,0.2688039741094352,3,,,60.1,-0.044624617511087,0,-0.5224291202601441,-0.40272664200195935,-0.07433028931180077,,,,,,False,1,0,0,0,0,0,1,0
12723,'3760114521903,https://world-fr.openfoodfacts.org/produit/3760114521903,Chips aromatises truffe deete,Maison De La Truffe,maison-de-la-truffe,,,France,Chips Aromatis?es la Truffe d'ï¿½t? Tuber Aestivum Vitte Ingr?dients : Pommes de terre  huile de tournesol  huile d'olive  truffe d'?t? (Tuber aestivum Vitt.) lyophilis?s 0 33% (?quivalent au de truffe fraiche)  sel  arome. Sans Gluten.,,,,-0.7329337759752417,,,,4.0,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:categories-to-be-completed  en:brands-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-validated  en:photos-uploaded,,,https://images.openfoodfacts.org/images/products/376/011/452/1903/front_fr.4.400.jpg,https://images.openfoodfacts.org/images/products/376/011/452/1903/front_fr.4.200.jpg,https://images.openfoodfacts.org/images/products/376/011/452/1903/front_fr.4.400.jpg,https://images.openfoodfacts.org/images/products/376/011/452/1903/front_fr.4.200.jpg,https://images.openfoodfacts.org/images/products/376/011/452/1903/ingredients_fr.10.400.jpg,https://images.openfoodfacts.org/images/products/376/011/452/1903/ingredients_fr.10.200.jpg,https://images.openfoodfacts.org/images/products/376/011/452/1903/nutrition_fr.7.400.jpg,533,0.8198560662138852,0.23427559747279955,1 7,,,53.0,-0.04462461905678306,,0.10691889591093741,-0.40448839593684477,-0.07706033548262871,,,,,,False,1,0,0,0,0,0,1,0
12724,'3760171769904,https://world-fr.openfoodfacts.org/produit/3760171769904,Chips extremes habanero,Hellicious,hellicious,,,France,Pommes de terre  huile de tournesol ol?ique  piment Habanero (1 6%)  paprika  oignon  sel.,,,,-0.7329337759752417,,,,,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:categories-to-be-completed  en:brands-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-validated  en:photos-uploaded,,,https://images.openfoodfacts.org/images/products/376/017/176/9904/front_fr.4.400.jpg,https://images.openfoodfacts.org/images/products/376/017/176/9904/front_fr.4.200.jpg,https://images.openfoodfacts.org/images/products/376/017/176/9904/front_fr.4.400.jpg,https://images.openfoodfacts.org/images/products/376/017/176/9904/front_fr.4.200.jpg,https://images.openfoodfacts.org/images/products/376/017/176/9904/ingredients_fr.10.400.jpg,https://images.openfoodfacts.org/images/products/376/017/176/9904/ingredients_fr.10.200.jpg,https://images.openfoodfacts.org/images/products/376/017/176/9904/nutrition_fr.7.400.jpg,519,0.7518262998863918,0.20505927878026162,2 58,,,52.1,-0.04462460359982242,5 5,-0.09332820014349757,-0.4102875026391759,-0.086046737461604,,,,,,False,1,0,0,0,0,0,1,0
12726,'3770000910254,https://world-fr.openfoodfacts.org/produit/3770000910254,Petales de Carotte et Betterave Bio,Croustisud,croustisud,Snacks  Snacks sales  Aperitif  Chips et frites  Chips,en:snacks en:salty-snacks en:appetizers en:chips-and-fries en:crisps,France,L?gumes (betterave  carotte) en proportion variable  huile de tournesol.,,30 g,30,-0.7329337759752417,,,,3.0,Appetizers,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-completed  en:packaging-code-to-be-completed  en:characteristics-completed  en:categories-completed  en:brands-completed  en:packaging-completed  en:quantity-completed  en:product-name-completed  en:photos-to-be-uploaded,,en:crisps,,,,,,,,,0.8002542691364718,0.18115501803182157,,,,60.1,-0.044624620602479126,,-0.1600772321616426,,,,,,,,False,1,0,0,0,0,0,1,0
12727,'3770002316825,https://world-fr.openfoodfacts.org/produit/3770002316825,Coconuts chips,Vaivai,vaivai,,,France,Noix de coco (85 4%)  sucre (13 9%)  sel (0 7%).,,,,-0.7329337759752417,,,,,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:categories-to-be-completed  en:brands-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-validated  en:photos-uploaded,,,https://images.openfoodfacts.org/images/products/377/000/231/6825/front_fr.4.400.jpg,https://images.openfoodfacts.org/images/products/377/000/231/6825/front_fr.4.200.jpg,https://images.openfoodfacts.org/images/products/377/000/231/6825/front_fr.4.400.jpg,https://images.openfoodfacts.org/images/products/377/000/231/6825/front_fr.4.200.jpg,https://images.openfoodfacts.org/images/products/377/000/231/6825/ingredients_fr.11.400.jpg,https://images.openfoodfacts.org/images/products/377/000/231/6825/ingredients_fr.11.200.jpg,https://images.openfoodfacts.org/images/products/377/000/231/6825/nutrition_fr.12.400.jpg,,0.9766704428331919,0.6592402330006235,46,,,23.0,-0.04462426509238437,,-0.12193492815127407,-0.3949455621228822,-0.06227258539064407,,,,,,False,1,0,0,0,0,0,1,0
12731,'3800233071030,https://world-fr.openfoodfacts.org/produit/3800233071030,Brown rice chips,,,,,France,brown wholegrain rice millet sunflower seeds olive oil salt,,,,-0.7329337759752417,,,,,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:origins-to-be-completed  en:categories-to-be-completed  en:brands-to-be-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-validated  en:packaging-photo-to-be-selected  en:nutrition-photo-to-be-selected  en:ingredients-photo-to-be-selected  en:front-photo-to-be-selected  en:photos-uploaded,,,https://images.openfoodfacts.org/images/products/380/023/307/1030/front_fr.4.400.jpg,https://images.openfoodfacts.org/images/products/380/023/307/1030/front_fr.4.200.jpg,https://images.openfoodfacts.org/images/products/380/023/307/1030/front_fr.4.400.jpg,https://images.openfoodfacts.org/images/products/380/023/307/1030/front_fr.4.200.jpg,https://images.openfoodfacts.org/images/products/380/023/307/1030/ingredients_fr.7.400.jpg,https://images.openfoodfacts.org/images/products/380/023/307/1030/ingredients_fr.7.200.jpg,,449,0.41513660890964493,-0.2172493277755134,3 6,,,66.0,-0.044624612873998805,,0.21181023193945095,-0.3920093055647398,-0.05772250843926419,,,,,,False,1,0,0,0,0,0,1,0
12736,'4019339650028,https://world-fr.openfoodfacts.org/produit/4019339650028,Lentil Chips Sweet Oriental,Davert,davert,,,France,Maisgrieï¿½*  gemahlene Linsen* 20%  Reisvollkornmehl*  Sonnenblumen?l*  Traubenzucker*  Zwiebeln*  Meersalz  Koriander*  Karotte*  Tomate*  Ingwer*  Kurkuma*  Rohrohrzucker*  Fenchel*  Kreuzkï¿½mmel*  Zimt*  Rosmarinextrakt*.   *aus kontrolliert biologischem Anbau.,,,,-0.7329337759752417,,,,,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:categories-to-be-completed  en:brands-completed  en:packaging-to-be-completed  en:quantity-completed  en:product-name-completed  en:photos-to-be-validated  en:packaging-photo-to-be-selected  en:nutrition-photo-to-be-selected  en:ingredients-photo-selected  en:front-photo-selected  en:photos-uploaded,,,https://images.openfoodfacts.org/images/products/401/933/965/0028/front_fr.14.400.jpg,https://images.openfoodfacts.org/images/products/401/933/965/0028/front_fr.14.200.jpg,https://images.openfoodfacts.org/images/products/401/933/965/0028/front_fr.14.400.jpg,https://images.openfoodfacts.org/images/products/401/933/965/0028/front_fr.14.200.jpg,https://images.openfoodfacts.org/images/products/401/933/965/0028/ingredients_fr.15.400.jpg,https://images.openfoodfacts.org/images/products/401/933/965/0028/ingredients_fr.15.200.jpg,,417,0.2606283260641515,-0.24380961749600238,1 6,,,58.0,-0.04462453404349953,7 6,0.4406640560016624,-0.3920093055647398,-0.05772250843926419,,,,,,False,1,0,0,0,0,0,1,0
12739,'4104420139909,https://world-fr.openfoodfacts.org/produit/4104420139909,CHIPS,ALNATURA,alnatura,,,Suisse,Pommes de terre 67%  huile de tournesol  m?lange de condiments  paprika 35%  sel marin  sucre de betterave  tomate  oignon  fibres de pomme  poivre noir  piment de la Jamaique  panais  piment  ail,,,,-0.7329337759752417,,,,,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:categories-to-be-completed  en:brands-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-validated  en:photos-uploaded,,,https://images.openfoodfacts.org/images/products/410/442/013/9909/front_fr.10.400.jpg,https://images.openfoodfacts.org/images/products/410/442/013/9909/front_fr.10.200.jpg,https://images.openfoodfacts.org/images/products/410/442/013/9909/front_fr.10.400.jpg,https://images.openfoodfacts.org/images/products/410/442/013/9909/front_fr.10.200.jpg,,,,,0.6849495804458051,0.15459472831133256,3 7,,,52.0,-0.044624602054126355,6 8,-0.03611474412794475,-0.40081807523916685,-0.07137273929340385,,,,,,False,1,0,0,0,0,0,1,0
12742,'4250859315022,https://world-fr.openfoodfacts.org/produit/4250859315022,Apfel chips,Lebe Gesund,lebe-gesund,,,France,Pommes s?ch?es,,,,-0.7329337759752417,,,,,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:categories-to-be-completed  en:brands-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-validated  en:photos-uploaded,,,https://images.openfoodfacts.org/images/products/425/085/931/5022/front_fr.12.400.jpg,https://images.openfoodfacts.org/images/products/425/085/931/5022/front_fr.12.200.jpg,https://images.openfoodfacts.org/images/products/425/085/931/5022/front_fr.12.400.jpg,https://images.openfoodfacts.org/images/products/425/085/931/5022/front_fr.12.200.jpg,https://images.openfoodfacts.org/images/products/425/085/931/5022/ingredients_fr.7.400.jpg,https://images.openfoodfacts.org/images/products/425/085/931/5022/ingredients_fr.7.200.jpg,https://images.openfoodfacts.org/images/products/425/085/931/5022/nutrition_fr.4.400.jpg,386,0.11073223076628473,-0.6129976446107994,0,,,92.6,-0.044623904945201416,,-0.4652156642445912,-0.4154993580298786,-0.0941231240503033,,,,,,False,1,0,0,0,0,0,1,0
12743,'4260135129304,https://world-fr.openfoodfacts.org/produit/4260135129304,Chips black pepper,John john John John ,john-john john-john,,,France,Pommes huile de tournesol  m?lange d'?pices sel de mer et poivre noir (9 %) pltodextrine  f?cule de pommes de terre  sel de mer  poivre noir  sucre  it de levure en poudre  ar?mes naturels  oignon en poudre). Conserver ns un endroit frais et sec. Produit,,,,-0.7329337759752417,,,,4.0,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:origins-to-be-completed  en:categories-to-be-completed  en:brands-completed  en:packaging-to-be-completed  en:quantity-completed  en:product-name-completed  en:photos-to-be-validated  en:packaging-photo-to-be-selected  en:nutrition-photo-selected  en:ingredients-photo-selected  en:front-photo-selected  en:photos-uploaded,,,https://images.openfoodfacts.org/images/products/426/013/512/9304/front_fr.16.400.jpg,https://images.openfoodfacts.org/images/products/426/013/512/9304/front_fr.16.200.jpg,https://images.openfoodfacts.org/images/products/426/013/512/9304/front_fr.16.400.jpg,https://images.openfoodfacts.org/images/products/426/013/512/9304/front_fr.16.200.jpg,https://images.openfoodfacts.org/images/products/426/013/512/9304/ingredients_fr.10.400.jpg,https://images.openfoodfacts.org/images/products/426/013/512/9304/ingredients_fr.10.200.jpg,https://images.openfoodfacts.org/images/products/426/013/512/9304/nutrition_fr.19.400.jpg,499,0.6561234082731384,0.11209826475855013,1 9,,,53.8,-0.044624594325646035,,0.07831216790316099,-0.3993499469600956,-0.06909770081771391,,,,,,False,1,0,0,0,0,0,1,0
12745,'4260402482828,https://world-fr.openfoodfacts.org/produit/4260402482828,Kale Chips Moringa,Vegans,vegans,,,France,Orled kale leaves* (74010)  extra virg\n olive (11%)  dried yeast*  lime juice*  coconu\ sugar* Sea Salt  moringa powder* (0 7 %)  onion pow - der* garlic powder*  fennel powder*  parsley powder* cayenne pepper* from organic agriculture,,,,-0.7329337759752417,,,,,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:categories-to-be-completed  en:brands-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-validated  en:photos-uploaded,,,,,,,https://images.openfoodfacts.org/images/products/426/040/248/2828/ingredients_en.4.400.jpg,https://images.openfoodfacts.org/images/products/426/040/248/2828/ingredients_en.4.200.jpg,,509,0.7045513775232184,0.36707704607524455,5 3,,,21.0,-0.04462443511895143,,1.0127986161571911,-0.37732802277402805,-0.03497212368236474,,,,,,False,1,0,0,0,0,0,1,0
12747,'4260402483207,https://world-fr.openfoodfacts.org/produit/4260402483207,Coconut Chips  Salty Caramel,Veganz,veganz,,,France,Coconut chips* (77%)  whole cane sugar*  caramel* (3%)  sea salt (1%). *from organic agriculture May contain traces of peanuts  soya  milk  nuts  celery  mustard and sulphites.,,,,-0.7329337759752417,,,,,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:categories-to-be-completed  en:brands-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-validated  en:photos-uploaded,,,https://images.openfoodfacts.org/images/products/426/040/248/3207/front_fr.4.400.jpg,https://images.openfoodfacts.org/images/products/426/040/248/3207/front_fr.4.200.jpg,https://images.openfoodfacts.org/images/products/426/040/248/3207/front_fr.4.400.jpg,https://images.openfoodfacts.org/images/products/426/040/248/3207/front_fr.4.200.jpg,https://images.openfoodfacts.org/images/products/426/040/248/3207/ingredients_fr.7.400.jpg,https://images.openfoodfacts.org/images/products/426/040/248/3207/ingredients_fr.7.200.jpg,,617,1.225728570405032,0.7920416816030685,50,,,23.0,-0.04462426509238437,14,-0.055185896133129055,-0.3993499469600956,-0.06909770081771391,,,,,,False,1,0,0,0,0,0,1,0
12748,'4260402485133,https://world-fr.openfoodfacts.org/produit/4260402485133,Kale Chips,Veganz,veganz,,,France,Feuilles de chou vert*  jus de betterave rouge*  huile d'olive* vierge extra  levure alimentaire* en poudre  jus de citron vert*  sucre de fleur de coco*  sel de mer. 'ingr?dients issus de l'agriculture biologique Peut contenir des traces de fruits ? coque et de moutarde. Malg? une fabrication soigneuse  des morceaux de tige ne sont as ? exclure. Queste chips sono una benedizione per il palato!,en:nuts,,,-0.7329337759752417,,,,,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:categories-to-be-completed  en:brands-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-validated  en:photos-uploaded,,,https://images.openfoodfacts.org/images/products/426/040/248/5133/front_fr.4.400.jpg,https://images.openfoodfacts.org/images/products/426/040/248/5133/front_fr.4.200.jpg,https://images.openfoodfacts.org/images/products/426/040/248/5133/front_fr.4.400.jpg,https://images.openfoodfacts.org/images/products/426/040/248/5133/front_fr.4.200.jpg,https://images.openfoodfacts.org/images/products/426/040/248/5133/ingredients_fr.10.400.jpg,https://images.openfoodfacts.org/images/products/426/040/248/5133/ingredients_fr.10.200.jpg,https://images.openfoodfacts.org/images/products/426/040/248/5133/nutrition_fr.7.400.jpg,474,0.5350534851479384,0.20771530775231056,4 9,,,22.0,-0.04462441966199079,,1.2035101362090341,-0.3832005358903128,-0.04407227758512452,,,,,,False,1,0,0,0,0,0,1,0
12758,'5000227506144,https://world-fr.openfoodfacts.org/produit/5000227506144,Crispy Homestyle Chips,Aunt Bessie's,aunt-bessie-s,,,United-Kingdom,Potatoes (95%)  Sunflower Oil (3%)  Rice Flour  oextrin. Potato Starch  Salt  Caramel  Turmeric Powder  Paprika Flavouring  Dextrose.,,100 g,100,-0.7329337759752417,,,,4.0,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:categories-to-be-completed  en:brands-completed  en:packaging-to-be-completed  en:quantity-completed  en:product-name-completed  en:photos-validated  en:photos-uploaded,,,https://images.openfoodfacts.org/images/products/500/022/750/6144/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/500/022/750/6144/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/500/022/750/6144/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/500/022/750/6144/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/500/022/750/6144/ingredients_en.5.400.jpg,https://images.openfoodfacts.org/images/products/500/022/750/6144/ingredients_en.5.200.jpg,https://images.openfoodfacts.org/images/products/500/022/750/6144/nutrition_en.10.400.jpg,,-1.1530071572834226,-0.5280047175052347,0 4,,,20.0,-0.04462461596539094,2 1,-0.37939548022126196,-0.4108013475368508,-0.08684300092809549,,,,,,False,1,0,0,0,0,0,1,0
12759,'5012246118253,https://world-fr.openfoodfacts.org/produit/5012246118253,Blissful Banana Chips 350G,Jumble Bee,jumble-bee,,,France,fat (of which safurafes) Carbohydrates (of which sugars) Fibre Protein Salt,,,,-0.7329337759752417,,,,,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:categories-to-be-completed  en:brands-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-validated  en:photos-uploaded,,,https://images.openfoodfacts.org/images/products/501/224/611/8253/front_fr.4.400.jpg,https://images.openfoodfacts.org/images/products/501/224/611/8253/front_fr.4.200.jpg,https://images.openfoodfacts.org/images/products/501/224/611/8253/front_fr.4.400.jpg,https://images.openfoodfacts.org/images/products/501/224/611/8253/front_fr.4.200.jpg,https://images.openfoodfacts.org/images/products/501/224/611/8253/ingredients_fr.7.400.jpg,https://images.openfoodfacts.org/images/products/501/224/611/8253/ingredients_fr.7.200.jpg,,553,0.9167120047140452,0.23427559747279955,30,,,60.0,-0.04462428054934501,7,-0.512893544257552,-0.40081807523916685,-0.07137273929340385,,,,,,False,1,0,0,0,0,0,1,0
12764,'5017764600228,https://world-fr.openfoodfacts.org/produit/5017764600228,Kettle Vegetable Chips Beetroot  Golden Parsnip & Carrot 40G,Kettle,kettle,,,France,L?gumes s?lectionn?s en proportions variables (carotte  panais betteraves) 66%  huile de tournesol  sel de mer.,,,,-0.7329337759752417,,,,,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:categories-to-be-completed  en:brands-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-validated  en:photos-uploaded,,,https://images.openfoodfacts.org/images/products/501/776/460/0228/front_fr.12.400.jpg,https://images.openfoodfacts.org/images/products/501/776/460/0228/front_fr.12.200.jpg,https://images.openfoodfacts.org/images/products/501/776/460/0228/front_fr.12.400.jpg,https://images.openfoodfacts.org/images/products/501/776/460/0228/front_fr.12.200.jpg,https://images.openfoodfacts.org/images/products/501/776/460/0228/ingredients_fr.14.400.jpg,https://images.openfoodfacts.org/images/products/501/776/460/0228/ingredients_fr.14.200.jpg,,521,0.7622037218685518,0.356452930187049,3 7,,,35.7,-0.04462432537453087,,-0.13147050415386619,-0.402286203518238,-0.0736477777690938,,,,,,False,1,0,0,0,0,0,1,0
12765,'5026489483979,https://world-fr.openfoodfacts.org/produit/5026489483979,Cofresh Hummus Chips Lemon Chilli,Cofresh,cofresh,,,France,Typical Nutrition Values /,,,,-0.7329337759752417,,,,,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:categories-to-be-completed  en:brands-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-validated  en:photos-uploaded,,,,,,,https://images.openfoodfacts.org/images/products/502/648/948/3979/ingredients_fr.4.400.jpg,https://images.openfoodfacts.org/images/products/502/648/948/3979/ingredients_fr.4.200.jpg,,449,0.41513660890964493,-0.1641287483345354,1 2,,,68.4,-0.044624586597165714,5,0.01156313588501597,-0.37732802277402805,-0.03497212368236474,,,,,,False,1,0,0,0,0,0,1,0
12768,'5051882026843,https://world-fr.openfoodfacts.org/produit/5051882026843,Apple Chips,Weight watchers,weight-watchers,,,France,Pommes (99%)  concentr? de jus de citron.,en:milk,,,-0.7329337759752417,,,,,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:categories-to-be-completed  en:brands-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-validated  en:photos-uploaded,,,https://images.openfoodfacts.org/images/products/505/188/202/6843/front_fr.4.400.jpg,https://images.openfoodfacts.org/images/products/505/188/202/6843/front_fr.4.200.jpg,https://images.openfoodfacts.org/images/products/505/188/202/6843/front_fr.4.400.jpg,https://images.openfoodfacts.org/images/products/505/188/202/6843/front_fr.4.200.jpg,https://images.openfoodfacts.org/images/products/505/188/202/6843/ingredients_fr.11.400.jpg,https://images.openfoodfacts.org/images/products/505/188/202/6843/ingredients_fr.11.200.jpg,,343,-0.09681620887691539,-0.6076855866667017,0 1,,,76.2,-0.044623541706626337,14 7,-0.44614451223940693,-0.3905411772856686,-0.05544746996357424,,,,,,False,1,0,0,0,0,0,1,0
