barcode,product_name,brands,pnns_groups_1,nutriscore_grade,additives_n,fat_100g,proteins_100g,salt_100g,sodium_100g,sugars_100g,energy_100g,carbohydrates_100g,ingredients_from_palm_oil_n,ingredients_that_may_be_from_palm_oil_n,url_openfoodfact,pred_log_reg,pred_tree,pred_rand_for,pred_ada_boost,pred_grad_boost,pred_xg_boost,pred_log_reg_descr,pred_tree_descr,pred_rand_for_descr,pred_ada_boost_descr,pred_grad_boost_descr,pred_xg_boost_descr,nutri_descr
'819046000680,Lemon plantain chips,,Salty snacks,E,1,25.0,3.57,16.975,0.679,3.57,1941.0,71.43,0,0,https://world-fr.openfoodfacts.org/produit/0819046000680,,,,,,,,,,,,,Très mauvaise qualité nutritionnelle
'814353020000,Whole grain corn tortilla chips,,unknown,C,2,28.57,7.14,14.275,0.571,3.57,2092.0,53.57,0,0,https://world-fr.openfoodfacts.org/produit/0814353020000,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'708820310339,Wavy potato chips,,Salty snacks,D,6,35.71,3.57,1.875,0.75,3.57,2243.0,53.57,0,0,https://world-fr.openfoodfacts.org/produit/0708820310339,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'888849000302,Protein chips,,unknown,C,3,10.94,68.75,1.485,0.594,3.12,1699.0,12.5,0,0,https://world-fr.openfoodfacts.org/produit/0888849000302,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'888849000999,Protein chips,,unknown,C,1,10.94,68.75,25.775,1.031,0.0,1699.0,12.5,0,0,https://world-fr.openfoodfacts.org/produit/0888849000999,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'850273005451,Dill pickle crunchy cabbage chips,,Salty snacks,D,1,25.0,7.14,1.785,0.714,0.0,2092.0,60.71,0,0,https://world-fr.openfoodfacts.org/produit/0850273005451,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'856232005425,Naan chips,,unknown,C,2,7.14,14.29,27.675,1.107,3.57,1795.0,75.0,0,0,https://world-fr.openfoodfacts.org/produit/0856232005425,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'708163972157,Kettle cooked potato chips  malt vinegar & sea salt,,unknown,C,1,26.19,7.14,1.785,0.714,0.0,2142.0,61.9,0,0,https://world-fr.openfoodfacts.org/produit/0708163972157,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'708163125423,Mesquite barbeque coconut oil kettle cooked potato chips  mesquite barbeque,,Salty snacks,D,3,28.57,7.14,0.8925,0.357,7.14,2092.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0708163125423,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'708163981159,Kettle cooked potato chips,,Salty snacks,D,3,25.58,9.3,1.685,0.674,0.0,2042.0,60.47,0,0,https://world-fr.openfoodfacts.org/produit/0708163981159,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'708163971150,Kettle cooked potato chips,,Salty snacks,D,2,26.19,7.14,15.775,0.631,4.76,2092.0,59.52,0,0,https://world-fr.openfoodfacts.org/produit/0708163971150,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'708163124181,Coconut oil kettle cooked potato chips,,Salty snacks,D,2,25.0,7.14,0.715,0.286,7.14,1941.0,60.71,0,0,https://world-fr.openfoodfacts.org/produit/0708163124181,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'722515961767,Cheese chips,,Salty snacks,E,2,25.0,14.29,1.875,0.75,0.0,1644.0,25.0,0,1,https://world-fr.openfoodfacts.org/produit/0722515961767,,,,,,,,,,,,,Très mauvaise qualité nutritionnelle
'41190407644,Potato chips,,Salty snacks,,5,14.42,6.73,0.6725,0.269,0.96,1004.0,20.19,0,0,https://world-fr.openfoodfacts.org/produit/0041190407644,C,D,C,B,A,C,Qualité nutritionnelle moyenne,Mauvaise qualité nutritionnelle,Qualité nutritionnelle moyenne,Bonne qualité nutritionnelle,Très bonne qualité nutritionnelle,Qualité nutritionnelle moyenne,
'855463005051,Seaweed chips with brown rice,,Composite foods,C,1,25.0,7.14,1.25,0.5,7.14,1941.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0855463005051,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'41660209204,Cains  kosher dill chips,,Salty snacks,,2,0.0,0.0,34.825,1.393,3.57,,3.57,0,1,https://world-fr.openfoodfacts.org/produit/0041660209204,D,E,D,D,D,D,Mauvaise qualité nutritionnelle,Très mauvaise qualité nutritionnelle,Mauvaise qualité nutritionnelle,Mauvaise qualité nutritionnelle,Mauvaise qualité nutritionnelle,Mauvaise qualité nutritionnelle,
'84114126399,Krinkle cut potato chips,,unknown,C,1,32.14,7.14,15.175,0.607,3.57,2243.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0084114126399,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'71169824523,Candy shop decors rainbow chips,,Salty snacks,E,10,20.0,0.0,0.0,0.0,80.0,1674.0,80.0,0,0,https://world-fr.openfoodfacts.org/produit/0071169824523,,,,,,,,,,,,,Très mauvaise qualité nutritionnelle
'89947803905,Mighty good bbq! baked multigrain chips,,Salty snacks,D,3,15.0,6.67,16.675,0.667,13.33,1812.0,73.33,0,0,https://world-fr.openfoodfacts.org/produit/0089947803905,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'11110852465,Kroger  potato chips  sweet & smoky bbq,,Salty snacks,D,1,32.14,3.57,1.875,0.75,3.57,2243.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0011110852465,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'44000040819,Nabisco  wheat thins  popped chips  barbecue  barbecue,,Composite foods,C,3,10.0,6.67,13.325,0.533,10.0,1812.0,76.67,0,0,https://world-fr.openfoodfacts.org/produit/0044000040819,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'854487006341,Baked lentil chips,,Fruits and vegetables,B,1,10.71,14.29,1.205,0.482,0.0,1795.0,67.86,0,0,https://world-fr.openfoodfacts.org/produit/0854487006341,,,,,,,,,,,,,Bonne qualité nutritionnelle
'84114109903,Baked potatoes chips  hickory honey bbq,,unknown,C,2,10.71,7.14,1.34,0.536,3.57,1795.0,75.0,0,0,https://world-fr.openfoodfacts.org/produit/0084114109903,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'84114114495,Kettle brand  potato chips  backyard barbeque,,unknown,C,2,32.14,7.14,1.115,0.446,3.57,2243.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0084114114495,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'75436001815,Sea salt light & crunchy pita chips  sea salt,,Composite foods,C,1,10.71,14.29,16.975,0.679,3.57,1941.0,75.0,0,0,https://world-fr.openfoodfacts.org/produit/0075436001815,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'75436019810,Sea salt light & crunchy pita chips  sea salt,,Composite foods,C,1,10.71,14.29,16.975,0.679,3.57,1941.0,75.0,0,0,https://world-fr.openfoodfacts.org/produit/0075436019810,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'14100094296,Pepperidge farm  cracker chips  cheddar  cheddar,,Salty snacks,D,6,10.0,6.67,2.25,0.9,13.33,1812.0,76.67,0,0,https://world-fr.openfoodfacts.org/produit/0014100094296,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'91171106028,Jalapeno potato chips,,Salty snacks,D,1,30.0,6.0,1.95,0.78,4.0,2176.0,56.0,0,0,https://world-fr.openfoodfacts.org/produit/0091171106028,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'674806007527,Tortilla chips,,Salty snacks,D,3,23.08,7.69,1.52,0.608,0.0,1979.0,61.54,0,0,https://world-fr.openfoodfacts.org/produit/0674806007527,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'48867313130,Sweet chili chips,,unknown,C,4,28.57,7.14,1.115,0.446,3.57,2092.0,60.71,0,0,https://world-fr.openfoodfacts.org/produit/0048867313130,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'858641003399,Quinoa chips,,Salty snacks,D,3,25.0,10.71,2.5,1.0,3.57,2092.0,50.0,0,0,https://world-fr.openfoodfacts.org/produit/0858641003399,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'812891021084,White bean skinny dippers bean chips,,Fruits and vegetables,C,1,17.86,14.29,1.34,0.536,3.57,1795.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0812891021084,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'852834002022,Chipotle bbq white bean chips  chipotle bbq,,Fruits and vegetables,C,1,21.43,17.86,15.175,0.607,3.57,1941.0,53.57,0,0,https://world-fr.openfoodfacts.org/produit/0852834002022,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'606541823001,Gluten free himalayan salt baked chips,,Composite foods,C,5,12.5,10.71,1.875,0.75,0.0,1795.0,75.0,0,0,https://world-fr.openfoodfacts.org/produit/0606541823001,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'78907440496,Chile & lime seasoned tortilla chips,,Salty snacks,D,4,25.0,7.14,2.5,1.0,0.0,2092.0,60.71,0,0,https://world-fr.openfoodfacts.org/produit/0078907440496,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'11161031949,Potato chips,,Salty snacks,D,4,32.14,7.14,20.525,0.821,7.14,2243.0,60.71,0,0,https://world-fr.openfoodfacts.org/produit/0011161031949,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'816374020250,Sea salt bagel chips  sea salt,,Salty snacks,E,1,17.86,14.29,2.5,1.0,3.57,1941.0,64.29,0,0,https://world-fr.openfoodfacts.org/produit/0816374020250,,,,,,,,,,,,,Très mauvaise qualité nutritionnelle
'859204006031,Protein chips  zesty nacho,,unknown,C,3,14.29,53.57,2.59,1.036,3.57,1795.0,25.0,0,0,https://world-fr.openfoodfacts.org/produit/0859204006031,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'4656701795,All natural potato chips  sour cream & onion,,Salty snacks,D,1,35.71,7.14,15.175,0.607,3.57,2243.0,53.57,0,0,https://world-fr.openfoodfacts.org/produit/04656701795,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'4656701791,Kettle potato chips  bbq,,unknown,C,2,28.57,7.14,16.075,0.643,7.14,2243.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/04656701791,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'4656700599,Sliced hamburger dill pickle chips,,Salty snacks,,3,0.0,0.0,33.025,1.321,0.0,0.0,0.0,0,1,https://world-fr.openfoodfacts.org/produit/04656700599,C,C,C,C,C,C,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,
'4656700597,Sliced hamburger dill pickle chips,,Salty snacks,,3,0.0,0.0,33.025,1.321,0.0,0.0,0.0,0,1,https://world-fr.openfoodfacts.org/produit/04656700597,C,C,C,C,C,C,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,
'4656700598,Sliced hamburger dill pickle chips,,Salty snacks,,3,0.0,0.0,23.225,0.929,0.0,0.0,0.0,0,1,https://world-fr.openfoodfacts.org/produit/04656700598,C,C,C,C,C,C,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,
'4656700592,Sliced bread & butter pickle chips,,Salty snacks,,2,0.0,0.0,1.965,0.786,25.0,448.0,28.57,0,1,https://world-fr.openfoodfacts.org/produit/04656700592,C,D,D,D,D,D,Qualité nutritionnelle moyenne,Mauvaise qualité nutritionnelle,Mauvaise qualité nutritionnelle,Mauvaise qualité nutritionnelle,Mauvaise qualité nutritionnelle,Mauvaise qualité nutritionnelle,
'855463005037,Organic seaweed chips with brown rice,,Composite foods,B,1,25.0,7.14,0.8925,0.357,0.0,1941.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0855463005037,,,,,,,,,,,,,Bonne qualité nutritionnelle
'790956407311,Pita chips,,Salty snacks,D,1,10.87,13.04,17.925,0.717,4.35,1820.0,71.74,0,0,https://world-fr.openfoodfacts.org/produit/0790956407311,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'77019000314,Potato chips,,Salty snacks,D,1,35.71,7.14,0.8025,0.321,0.0,2389.0,53.57,0,0,https://world-fr.openfoodfacts.org/produit/0077019000314,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'46567023519,Beet veggie chips,,unknown,C,1,13.33,10.0,0.8325,0.333,13.33,2372.0,46.67,0,0,https://world-fr.openfoodfacts.org/produit/0046567023519,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'891760002782,Spicy queso tortilla chips  spicy queso,,Salty snacks,D,3,25.0,7.14,16.975,0.679,0.0,2092.0,60.71,0,0,https://world-fr.openfoodfacts.org/produit/0891760002782,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'891760002379,Tortilla chips,,unknown,C,2,25.0,7.14,14.275,0.571,3.57,2092.0,60.71,0,0,https://world-fr.openfoodfacts.org/produit/0891760002379,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'713733357234,Pickle chips  spicy maple bourbon,,Salty snacks,,2,0.0,0.0,15.175,0.607,21.43,448.0,25.0,0,1,https://world-fr.openfoodfacts.org/produit/0713733357234,C,D,D,D,D,D,Qualité nutritionnelle moyenne,Mauvaise qualité nutritionnelle,Mauvaise qualité nutritionnelle,Mauvaise qualité nutritionnelle,Mauvaise qualité nutritionnelle,Mauvaise qualité nutritionnelle,
'713733357357,Pickle chips  thai chili,,Salty snacks,,3,0.0,0.0,15.175,0.607,17.86,297.0,17.86,0,1,https://world-fr.openfoodfacts.org/produit/0713733357357,C,C,D,D,C,D,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,Mauvaise qualité nutritionnelle,Mauvaise qualité nutritionnelle,Qualité nutritionnelle moyenne,Mauvaise qualité nutritionnelle,
'713733357241,Chopotle pickle chips with agave syrup,,Salty snacks,,2,0.0,0.0,14.275,0.571,17.86,372.0,21.43,0,1,https://world-fr.openfoodfacts.org/produit/0713733357241,C,D,D,D,D,D,Qualité nutritionnelle moyenne,Mauvaise qualité nutritionnelle,Mauvaise qualité nutritionnelle,Mauvaise qualité nutritionnelle,Mauvaise qualité nutritionnelle,Mauvaise qualité nutritionnelle,
'72600000940,Potato chips,,Salty snacks,E,3,28.57,7.14,4.375,1.75,0.0,2092.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0072600000940,,,,,,,,,,,,,Très mauvaise qualité nutritionnelle
'84114108555,Kettle brand  krinkle cut potato chips  carolina bbq,,Salty snacks,D,1,32.14,7.14,1.34,0.536,3.57,2243.0,53.57,0,0,https://world-fr.openfoodfacts.org/produit/0084114108555,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'14100044215,Cracker chips  zesty chili & lime,,Salty snacks,C,6,13.33,6.67,14.175,0.567,13.33,1812.0,76.67,0,0,https://world-fr.openfoodfacts.org/produit/0014100044215,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'74570903856,Haagen-dazs  gelato  italian style frozen dessert  caramelized banana chip  caramelized banana chip,,unknown,D,2,11.43,3.81,0.13,0.052,24.76,1038.0,33.33,0,0,https://world-fr.openfoodfacts.org/produit/0074570903856,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'75436061840,Pita light & crunchy multigrain garden herb chips  multigrain garden herb,,Composite foods,C,1,12.5,14.29,14.275,0.571,3.57,1795.0,67.86,0,0,https://world-fr.openfoodfacts.org/produit/0075436061840,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'75436061833,Garlic herb light & crunchy pita chips  garlic herb,,Composite foods,C,1,10.71,14.29,16.075,0.643,3.57,1941.0,75.0,0,0,https://world-fr.openfoodfacts.org/produit/0075436061833,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'74690028620,Appetizers on the go  flavored potato chips,,Salty snacks,D,3,28.57,7.14,16.075,0.643,0.0,2243.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0074690028620,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'84114900562,Potato chips,,unknown,C,2,21.43,7.14,10.725,0.429,3.57,1941.0,64.29,0,0,https://world-fr.openfoodfacts.org/produit/0084114900562,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'41633053049,Potato chips,,Salty snacks,E,5,35.71,7.14,26.775,1.071,0.0,2389.0,50.0,0,0,https://world-fr.openfoodfacts.org/produit/0041633053049,,,,,,,,,,,,,Très mauvaise qualité nutritionnelle
'41633053032,Special potato chips,,Salty snacks,D,1,35.71,7.14,1.785,0.714,3.57,2243.0,50.0,0,0,https://world-fr.openfoodfacts.org/produit/0041633053032,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'41633053056,Potato chips,,Salty snacks,D,1,32.14,7.14,14.275,0.571,3.57,2243.0,53.57,0,0,https://world-fr.openfoodfacts.org/produit/0041633053056,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'817974022064,Sweet potato tortilla chips,,unknown,C,1,25.0,3.57,10.275,0.411,10.71,2092.0,67.86,0,0,https://world-fr.openfoodfacts.org/produit/0817974022064,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'16000460706,Betty Crocker Rich & Creamy Rainbow Chip Frosting,,unknown,E,7,14.71,0.0,0.515,0.206,58.82,1724.0,67.65,0,0,https://world-fr.openfoodfacts.org/produit/0016000460706,,,,,,,,,,,,,Très mauvaise qualité nutritionnelle
'41780000279,Potato chips,,Salty snacks,E,4,32.14,7.14,28.575,1.143,3.57,2243.0,53.57,0,0,https://world-fr.openfoodfacts.org/produit/0041780000279,,,,,,,,,,,,,Très mauvaise qualité nutritionnelle
'855564003796,Whole grain corn tortilla chips,,unknown,C,2,28.57,7.14,14.275,0.571,3.57,2092.0,53.57,0,0,https://world-fr.openfoodfacts.org/produit/0855564003796,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'50428566633,Red & blue tortilla chips,,unknown,C,5,28.57,7.14,0.8925,0.357,0.0,2092.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0050428566633,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'72431009037,Kettle chips,,Salty snacks,D,2,25.0,3.57,23.225,0.929,3.57,1941.0,60.71,0,0,https://world-fr.openfoodfacts.org/produit/0072431009037,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'72431009105,Kettle chips  salt & cracked black pepper,,Salty snacks,D,1,28.57,7.14,1.785,0.714,0.0,2243.0,64.29,0,0,https://world-fr.openfoodfacts.org/produit/0072431009105,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'72431009020,Tavern mustard kettle chips,,Salty snacks,D,5,25.0,7.14,33.925,1.357,7.14,2092.0,60.71,0,0,https://world-fr.openfoodfacts.org/produit/0072431009020,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'82666500308,Popped chip snack made with sweet potato,,Composite foods,C,2,14.29,3.57,0.8925,0.357,10.71,1795.0,67.86,0,0,https://world-fr.openfoodfacts.org/produit/0082666500308,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'82666502005,Popchips crazy hot potato chips,,Salty snacks,D,4,14.29,7.14,24.493,0.97972,3.57,1793.0,64.29,0,0,https://world-fr.openfoodfacts.org/produit/0082666502005,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'82666503040,Ridges buffalo ranch chips,,Salty snacks,D,3,17.86,7.14,24.493,0.97972,3.57,1793.0,64.29,0,0,https://world-fr.openfoodfacts.org/produit/0082666503040,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'82666500407,Popped chip snack,,Composite foods,D,1,14.29,7.14,1.785,0.714,3.57,1795.0,67.86,0,0,https://world-fr.openfoodfacts.org/produit/0082666500407,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'82666500506,Popped potato chip snack,,Composite foods,D,1,14.29,3.57,1.785,0.714,3.57,1795.0,67.86,0,0,https://world-fr.openfoodfacts.org/produit/0082666500506,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'42704003321,Veggie chips,,Salty snacks,D,3,24.56,3.51,0.79,0.316,5.26,1908.0,56.14,0,0,https://world-fr.openfoodfacts.org/produit/0042704003321,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'708163125690,Rice bran oil kettle cooked potato chips,,Composite foods,C,1,25.0,7.14,0.8025,0.321,3.57,2092.0,60.71,0,0,https://world-fr.openfoodfacts.org/produit/0708163125690,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'708163125980,Coconut oil potato chips  mesquite barbecue,,Salty snacks,D,3,25.0,7.14,0.8925,0.357,3.57,1941.0,60.71,0,0,https://world-fr.openfoodfacts.org/produit/0708163125980,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'87848064807,Dill pickle flavored potato chips,,Salty snacks,D,2,32.14,3.57,3.125,1.25,7.14,2243.0,53.57,0,0,https://world-fr.openfoodfacts.org/produit/0087848064807,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'87848064869,Salt & vinegar flavored kettle cooked potato chips,,Salty snacks,D,3,28.57,3.57,2.41,0.964,7.14,2092.0,60.71,0,0,https://world-fr.openfoodfacts.org/produit/0087848064869,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'87848064784,Sweet onion flavored potato chips,,Salty snacks,D,3,32.14,3.57,21.425,0.857,7.14,2243.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0087848064784,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'87848064661,Salt & vinegar flavored potato chips,,Salty snacks,D,5,35.71,3.57,20.525,0.821,3.57,2243.0,53.57,0,0,https://world-fr.openfoodfacts.org/produit/0087848064661,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'87848064739,Bbq flavored potato chips,,Salty snacks,E,1,35.71,3.57,26.775,1.071,7.14,2243.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0087848064739,,,,,,,,,,,,,Très mauvaise qualité nutritionnelle
'87848064814,Buffalo blue cheese flavored wavy potato chips,,Salty snacks,D,4,35.71,3.57,15.175,0.607,7.14,2243.0,53.57,0,0,https://world-fr.openfoodfacts.org/produit/0087848064814,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'782796014095,Kale chips & nut protein snack tray,,Salty snacks,D,2,26.09,16.3,0.8025,0.321,5.43,1523.0,16.85,0,0,https://world-fr.openfoodfacts.org/produit/0782796014095,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'72080106422,Tangy pickle bbq thin & crispy potato chips  tangy pickle bbq,,Salty snacks,E,3,32.14,7.14,22.325,0.893,3.57,2243.0,60.71,0,0,https://world-fr.openfoodfacts.org/produit/0072080106422,,,,,,,,,,,,,Très mauvaise qualité nutritionnelle
'72080106378,Sweet heat barbecue thin & crispy potato chips  sweet heat barbecue,,Salty snacks,D,1,28.57,7.14,1.115,0.446,7.14,2243.0,60.71,0,0,https://world-fr.openfoodfacts.org/produit/0072080106378,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'87848064746,Sour cream & onion flavored potato chips,,Salty snacks,D,2,35.71,3.57,14.275,0.571,3.57,2243.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0087848064746,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'36300013136,Potato chips,,Salty snacks,D,3,28.57,7.14,41.975,1.679,7.14,2092.0,53.57,0,0,https://world-fr.openfoodfacts.org/produit/0036300013136,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'72080106361,Mesquite barbecue dip style potato chips  mesquite barbecue,,Salty snacks,E,2,35.71,7.14,1.785,0.714,7.14,2389.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0072080106361,,,,,,,,,,,,,Très mauvaise qualité nutritionnelle
'857104002054,Traditional style wheat chips,,Salty snacks,E,14,42.86,7.14,16.075,0.643,0.0,2389.0,42.86,0,0,https://world-fr.openfoodfacts.org/produit/0857104002054,,,,,,,,,,,,,Très mauvaise qualité nutritionnelle
'72080106392,Thin & crispy vinegar & salt flavored potato chips  vinegar & salt,,Salty snacks,E,4,32.14,7.14,3.035,1.214,3.57,2243.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0072080106392,,,,,,,,,,,,,Très mauvaise qualité nutritionnelle
'72080106323,Dill pickle thin & crispy potato chips  dill pickle,,Salty snacks,E,3,32.14,7.14,27.675,1.107,3.57,2243.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0072080106323,,,,,,,,,,,,,Très mauvaise qualité nutritionnelle
'41303072516,White baking chips,,Salty snacks,E,1,26.67,6.67,0.1675,0.067,66.67,2230.0,66.67,0,0,https://world-fr.openfoodfacts.org/produit/0041303072516,,,,,,,,,,,,,Très mauvaise qualité nutritionnelle
'41200104747,Potato chips,,Salty snacks,D,3,32.14,3.57,34.825,1.393,3.57,2092.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0041200104747,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'72080106354,Hot thin & crispy potato chips  hot,,Salty snacks,E,4,32.14,7.14,27.675,1.107,3.57,2243.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0072080106354,,,,,,,,,,,,,Très mauvaise qualité nutritionnelle
'87848064241,Bbq flavored potato chips,,Salty snacks,E,1,35.71,3.57,26.775,1.071,7.14,2243.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0087848064241,,,,,,,,,,,,,Très mauvaise qualité nutritionnelle
'41735094780,Morsels white baking chips,,Salty snacks,E,1,23.33,6.67,0.1675,0.067,73.33,2230.0,73.33,0,0,https://world-fr.openfoodfacts.org/produit/0041735094780,,,,,,,,,,,,,Très mauvaise qualité nutritionnelle
'72080414022,Tortilla chips,,Salty snacks,E,5,32.14,3.57,14.275,0.571,0.0,2243.0,60.71,0,0,https://world-fr.openfoodfacts.org/produit/0072080414022,,,,,,,,,,,,,Très mauvaise qualité nutritionnelle
'21900982579,Potato chips  vinegar & salt,,Salty snacks,D,5,32.14,7.14,29.475,1.179,0.0,2243.0,53.57,0,0,https://world-fr.openfoodfacts.org/produit/0021900982579,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'21900982593,Potato chips  buffalo wing,,Salty snacks,D,8,32.14,7.14,28.575,1.143,0.0,2243.0,50.0,0,0,https://world-fr.openfoodfacts.org/produit/0021900982593,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'41200104730,Potato chips,,Salty snacks,D,3,28.57,7.14,16.975,0.679,3.57,2243.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0041200104730,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'41200104662,Flavored potato chips,,Salty snacks,D,3,28.57,3.57,2.5,1.0,3.57,2243.0,60.71,0,0,https://world-fr.openfoodfacts.org/produit/0041200104662,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'41200104723,Potato chips,,Salty snacks,D,5,32.14,7.14,27.675,1.107,3.57,2243.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0041200104723,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'7203672496,Baking chips,,Salty snacks,E,1,23.33,6.67,0.1675,0.067,73.33,2230.0,73.33,0,0,https://world-fr.openfoodfacts.org/produit/07203672496,,,,,,,,,,,,,Très mauvaise qualité nutritionnelle
'814558020669,Organic pressed vegetable chips,,Salty snacks,D,1,28.57,7.14,1.34,0.536,3.57,2092.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0814558020669,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
